POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
44109012;20221116;21,7;1;;;9,0;1;2202;9;14,9;1;2057;9;12,8;1;11,95;1;;;;;0;9;5,9;1;12,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;;;;;;;;;;;;
44109012;20221117;12,1;1;;;10,2;1;1741;9;16,5;1;1110;9;12,0;1;13,35;1;;;;;0;9;6,3;1;13,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;9;;;;;;;;;;;;
44109012;20221118;0,2;1;;;8,0;1;658;9;14,2;1;1317;9;9,4;1;11,10;1;;;;;0;9;6,2;1;11,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20221119;1,0;1;;;2,1;1;719;9;13,2;1;1428;9;7,1;1;7,65;1;;;;;0;9;11,1;1;7,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221120;1,2;1;;;6,2;1;2203;9;14,1;1;1304;9;10,5;1;10,15;1;;;;;0;9;7,9;1;10,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20221121;8,8;1;;;7,9;1;1755;9;14,4;1;1238;9;9,8;1;11,15;1;;;;;0;9;6,5;1;11,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20221122;1,8;1;;;6,6;1;1953;9;14,0;1;1230;9;10,2;1;10,30;1;;;;;0;9;7,4;1;10,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20221123;2,2;1;;;9,3;1;1903;9;15,5;1;1212;9;12,5;1;12,40;1;;;;;0;9;6,2;1;12,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;9;;;;;;;;;;;;
44109012;20221124;10,2;1;;;8,8;1;342;9;15,2;1;1417;9;11,7;1;12,00;1;;;;;0;9;6,4;1;12,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20221125;0,2;1;;;6,0;1;602;9;15,5;1;1240;9;9,6;1;10,75;1;;;;;0;9;9,5;1;10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221126;0,8;1;;;4,9;1;444;9;12,8;1;1254;9;9,4;1;8,85;1;;;;;0;9;7,9;1;8,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221127;14,3;1;;;9,8;1;202;9;11,8;1;2158;9;10,9;1;10,80;1;;;;;0;9;2,0;1;10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221128;7,6;1;;;8,0;1;600;9;12,0;1;1502;9;8,9;1;10,00;1;;;;;0;9;4,0;1;10,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221129;0,2;1;;;2,5;1;629;9;13,1;1;1352;9;6,8;1;7,80;1;;;;;0;9;10,6;1;7,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;9;;;;;;;;;;;;
44109012;20221130;0,0;1;;;3,8;1;2355;9;8,8;1;1323;9;6,3;1;6,30;1;;;;;0;9;5,0;1;6,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221201;0,0;1;;;3,2;1;744;9;8,0;1;1210;9;5,1;1;5,60;1;;;;;0;9;4,8;1;5,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221202;0,0;1;;;1,7;1;105;9;6,2;1;1416;9;3,9;1;3,95;1;;;;;0;9;4,5;1;4,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20221203;0,0;1;;;3,1;1;45;9;4,8;1;1237;9;4,1;1;3,95;1;;;;;0;9;1,7;1;4,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20221204;0,0;1;;;2,2;1;829;9;4,4;1;2210;9;3,7;1;3,30;1;;;;;0;9;2,2;1;3,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221205;0,0;1;;;1,1;1;506;9;6,1;1;1228;9;3,9;1;3,60;1;;;;;0;9;5,0;1;3,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20221206;0,0;1;;;4,0;1;938;9;5,9;1;1410;9;5,2;1;4,95;1;;;;;0;9;1,9;1;5,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20221207;0,0;1;;;2,5;1;807;9;7,1;1;1341;9;4,0;1;4,80;1;;;;;0;9;4,6;1;4,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221208;0,4;1;;;-1,0;1;320;9;2,9;1;1240;9;1,4;1;0,95;1;;;;;208;9;3,9;1;1,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221209;0,0;1;;;-0,2;1;252;9;5,9;1;1358;9;1,8;1;2,85;1;;;;;215;9;6,1;1;2,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221210;0,2;1;;;-4,3;1;730;9;6,7;1;1412;9;0,9;1;1,20;1;;;;;594;9;11,0;1;1,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20221211;1,8;1;;;0,5;1;653;9;3,9;1;1332;9;1,5;1;2,20;1;;;;;182;9;3,4;1;2,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221212;0,0;1;;;-3,2;1;423;9;2,4;1;1527;9;-0,4;1;-0,40;1;;;;;816;9;5,6;1;-0,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221213;6,4;1;;;-2,9;1;631;9;3,3;1;1339;9;0,1;1;0,20;1;;;;;621;9;6,2;1;0,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221214;7,4;1;;;0,8;1;1801;9;3,4;1;1320;9;2,3;1;2,10;1;;;;;0;9;2,6;1;2,1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20221215;0,2;1;;;1,3;1;853;9;5,2;1;1437;9;2,8;1;3,25;1;;;;;0;9;3,9;1;3,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20221216;0,0;1;;;-0,8;1;756;9;6,3;1;1307;9;2,2;1;2,75;1;;;;;141;9;7,1;1;2,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;9;;;;;;;;;;;;
44109012;20221217;0,0;1;;;-2,9;1;547;9;2,1;1;1433;9;-1,2;1;-0,40;1;;;;;1093;9;5,0;1;-0,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;9;;;;;;;;;;;;
44109012;20221218;0,2;1;;;-3,5;1;36;9;10,8;1;229;9;4,5;1;3,65;1;;;;;409;9;14,3;1;3,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20221219;9,8;1;;;9,4;1;1801;9;13,7;1;1427;9;11,6;1;11,55;1;;;;;0;9;4,3;1;11,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;;;;
44109012;20221220;7,0;1;;;10,9;1;727;9;13,5;1;1539;9;11,7;1;12,20;1;;;;;0;9;2,6;1;12,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20221221;9,4;1;;;7,7;1;318;9;14,1;1;1704;9;11,9;1;10,90;1;;;;;0;9;6,4;1;10,9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20221222;33,4;1;;;13,0;1;27;9;14,6;1;1421;9;13,9;1;13,80;1;;;;;0;9;1,6;1;13,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20221223;9,2;1;;;13,4;1;926;9;14,6;1;603;9;13,9;1;14,00;1;;;;;0;9;1,2;1;14,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;9;;;;;;;;;;;;
44109012;20221224;1,8;1;;;11,5;1;747;9;13,3;1;1142;9;12,0;1;12,40;1;;;;;0;9;1,8;1;12,4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221225;0,2;1;;;10,5;1;2034;9;16,1;1;1259;9;12,5;1;13,30;1;;;;;0;9;5,6;1;13,3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221226;1,2;1;;;8,9;1;1759;9;13,0;1;1222;9;9,8;1;10,95;1;;;;;0;9;4,1;1;11,0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;9;;;;;;;;;;;;
44109012;20221227;3,6;1;;;3,3;1;56;9;12,0;1;1421;9;7,7;1;7,65;1;;;;;0;9;8,7;1;7,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;9;;;;;;;;;;;;
44109012;20221228;9,8;1;;;8,1;1;2312;9;13,5;1;1016;9;11,2;1;10,80;1;;;;;0;9;5,4;1;10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;9;;;;;;;;;;;;
44109012;20221229;2,8;1;;;8,3;1;1800;9;13,3;1;1237;9;10,3;1;10,80;1;;;;;0;9;5,0;1;10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;9;;;;;;;;;;;;
44109012;20221230;6,0;1;;;6,7;1;2222;9;17,6;1;37;9;13,5;1;12,15;1;;;;;0;9;10,9;1;12,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;9;;;;;;;;;;;;
44109012;20221231;5,0;1;;;14,0;1;831;9;17,2;1;2006;9;15,9;1;15,60;1;;;;;0;9;3,2;1;15,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9;;;;;;;;;;;;
